date,asset,weight
2025-02-20,159806,0.024718339020039025
2025-02-20,159840,0.024996767838228677
2025-02-20,159934,0.023313600721696137
2025-02-20,159981,0.02280264736025872
2025-02-20,159985,0.022630950875868156
2025-02-20,511030,0.22687143166142687
2025-02-20,512560,0.02376897129640947
2025-02-20,512670,0.023607076826634214
2025-02-20,512710,0.02334123768683816
2025-02-20,513350,0.023799810341347417
2025-02-20,515030,0.024836251962423526
2025-02-20,518600,0.023345851866267805
2025-02-20,588020,0.024211544007413356
2025-02-21,159362,0.3927816208926777
2025-02-21,159512,0.023677232502255643
2025-02-21,159770,0.02668974657630424
2025-02-21,159790,0.023233932042090268
2025-02-21,159796,0.024668983247822924
2025-02-21,159806,0.025087062897114727
2025-02-21,159840,0.025367511201254717
2025-02-21,159934,0.022916915069743693
2025-02-21,159981,0.022446563124079572
2025-02-21,159985,0.022541265238655663
2025-02-21,511030,0.224299196106343
2025-02-21,512560,0.023693488298678456
2025-02-21,512670,0.023520422347809843
2025-02-21,512710,0.023198003025123086
2025-02-21,513350,0.023112944519645778
2025-02-21,515030,0.02514562445087513
2025-02-21,518600,0.022930135265625484
2025-02-21,588020,0.024975989629208127
2025-02-24,159362,0.3927408536709898
2025-02-24,159512,0.023612473449670792
2025-02-24,159770,0.02663754126768012
2025-02-24,159790,0.023340381795421316
2025-02-24,159796,0.024620204055858772
2025-02-24,159806,0.025114868923221872
2025-02-24,159840,0.02535229188622836
2025-02-24,159934,0.02303122631515975
2025-02-24,159981,0.022463091201253397
2025-02-24,159985,0.022299090600030883
2025-02-24,511030,0.2244195324798952
2025-02-24,512560,0.02387275991083651
2025-02-24,512670,0.023689648778460633
2025-02-24,512710,0.023341294198229456
2025-02-24,513350,0.022546757687932652
2025-02-24,515030,0.02514147310812142
2025-02-24,518600,0.023037655234504358
2025-02-24,588020,0.02502630261620147
2025-02-25,159362,0.3907715685057399
2025-02-25,159512,0.023719129340948907
2025-02-25,159770,0.026918672981986993
2025-02-25,159790,0.023265914462409967
2025-02-25,159796,0.024634838014024232
2025-02-25,159806,0.02508077846903335
2025-02-25,159840,0.02536175551002346
2025-02-25,159934,0.02311913579151475
2025-02-25,159981,0.022407411755243474
2025-02-25,159985,0.02245244918564424
2025-02-25,511030,0.2257921857396304
2025-02-25,512560,0.023776076963383616
2025-02-25,512670,0.023573886440378458
2025-02-25,512710,0.023196473870918045
2025-02-25,513350,0.022548289383679143
2025-02-25,515030,0.02514298593165115
2025-02-25,518600,0.023139864971969442
2025-02-25,588020,0.025387127038484815
2025-02-26,159362,0.3914738894711835
2025-02-26,159512,0.023615294453133633
2025-02-26,159770,0.027113756136920596
2025-02-26,159790,0.02363611178931761
2025-02-26,159796,0.02494406809560951
2025-02-26,159806,0.025384569645254228
2025-02-26,159840,0.02558058988279407
2025-02-26,159934,0.022783000682725825
2025-02-26,159981,0.022137444952727424
2025-02-26,159985,0.022146213229059797
2025-02-26,511030,0.22468996545031805
2025-02-26,512560,0.02384235949731329
2025-02-26,512670,0.023830433438070942
2025-02-26,512710,0.023272783100954653
2025-02-26,513350,0.0218031864184
2025-02-26,515030,0.025485346797603944
2025-02-26,518600,0.02280237931056868
2025-02-26,588020,0.02574568878237536
2025-02-27,159362,0.3916496027725346
2025-02-27,159512,0.023717833380556465
2025-02-27,159770,0.026895439202015627
2025-02-27,159790,0.0235829251637966
2025-02-27,159796,0.02497029499274888
2025-02-27,159806,0.025457267305972135
2025-02-27,159840,0.025697255883956743
2025-02-27,159934,0.022700351263448264
2025-02-27,159981,0.022281967181387363
2025-02-27,159985,0.022530339962873912
2025-02-27,511030,0.22454949149915462
2025-02-27,512560,0.023530917348331428
2025-02-27,512670,0.023544427897489714
2025-02-27,512710,0.023027842625136817
2025-02-27,513350,0.02191771646306893
2025-02-27,515030,0.02556576241443305
2025-02-27,518600,0.022712221571064735
2025-02-27,588020,0.02595527205587683
2025-02-28,159362,0.3955122685449703
2025-02-28,159512,0.011789183244965423
2025-02-28,159735,0.012211119776398643
2025-02-28,159757,0.012211119776398643
2025-02-28,159766,0.012211119776398643
2025-02-28,159796,0.011903655508923314
2025-02-28,159806,0.011881718479883561
2025-02-28,159834,0.01777065398353949
2025-02-28,159840,0.011882276956484234
2025-02-28,159843,0.012211119776398641
2025-02-28,159928,0.012211119776398643
2025-02-28,159934,0.02290316485456229
2025-02-28,159981,0.022674906716818585
2025-02-28,159985,0.022881620634777573
2025-02-28,159996,0.012211119776398641
2025-02-28,510630,0.012211119776398641
2025-02-28,511190,0.2133471251990299
2025-02-28,513230,0.012211119776398641
2025-02-28,513350,0.022560848024428048
2025-02-28,513590,0.012211119776398641
2025-02-28,513970,0.012211119776398641
2025-02-28,515030,0.01180855335026452
2025-02-28,515710,0.012211119776398643
2025-02-28,516390,0.012211119776398643
2025-02-28,516550,0.012211119776398643
2025-02-28,516590,0.012211119776398641
2025-02-28,518600,0.02292856844597127
2025-02-28,560880,0.012211119776398641
2025-02-28,561100,0.012211119776398641
2025-02-28,562510,0.012211119776398641
2025-03-03,159362,0.39378129568086734
2025-03-03,159512,0.011803301470443827
2025-03-03,159735,0.012330397602188594
2025-03-03,159757,0.012698205446196742
2025-03-03,159766,0.012163643655030688
2025-03-03,159796,0.012317962838470625
2025-03-03,159806,0.012203850050180345
2025-03-03,159834,0.01775729596149144
2025-03-03,159840,0.012265555030207412
2025-03-03,159843,0.012107962533949863
2025-03-03,159928,0.012151448215697925
2025-03-03,159934,0.022884405530483244
2025-03-03,159981,0.022716046144826745
2025-03-03,159985,0.023424173731929614
2025-03-03,159996,0.012092378016322625
2025-03-03,510630,0.01194899263544662
2025-03-03,511190,0.2128343865881459
2025-03-03,513230,0.012250778197435225
2025-03-03,513350,0.022229743519681492
2025-03-03,513590,0.012247022871732344
2025-03-03,513970,0.012362801029096262
2025-03-03,515030,0.012138477347901324
2025-03-03,515710,0.012122399911270917
2025-03-03,516390,0.01261035805990797
2025-03-03,516550,0.012321127584486773
2025-03-03,516590,0.012372176214310169
2025-03-03,518600,0.022906347913480046
2025-03-03,560880,0.012078852204943315
2025-03-03,561100,0.012130670644034816
2025-03-03,562510,0.012163807358687374
2025-03-04,159362,0.394794215873482
2025-03-04,159512,0.011765945191777505
2025-03-04,159735,0.012287734088156503
2025-03-04,159757,0.012378958332029092
2025-03-04,159766,0.012194932089522343
2025-03-04,159796,0.012098795770808147
2025-03-04,159806,0.01202856572342899
2025-03-04,159834,0.017921888609295458
2025-03-04,159840,0.011987613770944556
2025-03-04,159843,0.012027740104255912
2025-03-04,159928,0.012121408526693507
2025-03-04,159934,0.023108485437412164
2025-03-04,159981,0.02255182199799081
2025-03-04,159985,0.023219652094400203
2025-03-04,159996,0.012285249466236263
2025-03-04,510630,0.011914833379028792
2025-03-04,511190,0.21332179482787234
2025-03-04,513230,0.012247821983629585
2025-03-04,513350,0.021452768666727583
2025-03-04,513590,0.012226388337832985
2025-03-04,513970,0.012520081458909012
2025-03-04,515030,0.01200815734674597
2025-03-04,515710,0.012053962825501939
2025-03-04,516390,0.012453841134155878
2025-03-04,516550,0.012352821113516712
2025-03-04,516590,0.012284846500783597
2025-03-04,518600,0.023116975925664408
2025-03-04,560880,0.012221971737317773
2025-03-04,561100,0.012290571222717981
2025-03-04,562510,0.012195096214272517
2025-03-05,159362,0.39551496089949134
2025-03-05,159512,0.011900897558357429
2025-03-05,159735,0.012572795984750383
2025-03-05,159757,0.012310788836200993
2025-03-05,159766,0.012205234998982541
2025-03-05,159796,0.011957018572074415
2025-03-05,159806,0.011981843555126959
2025-03-05,159834,0.018012207709949025
2025-03-05,159840,0.01192042882526798
2025-03-05,159843,0.011964601853955705
2025-03-05,159928,0.012064526341815462
2025-03-05,159934,0.02323395368607636
2025-03-05,159981,0.02234419682416567
2025-03-05,159985,0.022457079500299796
2025-03-05,159996,0.012312399601610746
2025-03-05,510630,0.011863080147248123
2025-03-05,511190,0.21294457158069846
2025-03-05,513230,0.012530792457385835
2025-03-05,513350,0.021256826551569984
2025-03-05,513590,0.012551028757283957
2025-03-05,513970,0.01259029971911403
2025-03-05,515030,0.011991057802347972
2025-03-05,515710,0.012007927707265355
2025-03-05,516390,0.012392538541960893
2025-03-05,516550,0.01222661588183906
2025-03-05,516590,0.012293861129447019
2025-03-05,518600,0.023243423525315405
2025-03-05,560880,0.012264257522921002
2025-03-05,561100,0.012340955587699367
2025-03-05,562510,0.0121686364835165
2025-03-06,159362,0.397417173200304
2025-03-06,159512,0.01194917225511037
2025-03-06,159735,0.012946764001758398
2025-03-06,159757,0.012371771049839749
2025-03-06,159766,0.012210613385754571
2025-03-06,159796,0.012028113890454646
2025-03-06,159806,0.012045820910579338
2025-03-06,159834,0.01780344025123786
2025-03-06,159840,0.011984709708407974
2025-03-06,159843,0.012028360649866574
2025-03-06,159928,0.012095308636270586
2025-03-06,159934,0.022959128519163808
2025-03-06,159981,0.02199515361088216
2025-03-06,159985,0.02232357229379927
2025-03-06,159996,0.012322490776077064
2025-03-06,510630,0.011911174451414104
2025-03-06,511190,0.21075237145583298
2025-03-06,513230,0.012893581634100183
2025-03-06,513350,0.020811922789095907
2025-03-06,513590,0.012863359052129292
2025-03-06,513970,0.01262971970562986
2025-03-06,515030,0.012057373438079132
2025-03-06,515710,0.012104396564966624
2025-03-06,516390,0.012472290271791557
2025-03-06,516550,0.012183124505828577
2025-03-06,516590,0.012312218360883023
2025-03-06,518600,0.02297182969691464
2025-03-06,560880,0.012269379153653167
2025-03-06,561100,0.012421007625844974
2025-03-06,562510,0.012209306639164327
2025-03-07,159362,0.39796292600187755
2025-03-07,159512,0.011918676417991715
2025-03-07,159735,0.012992022432877183
2025-03-07,159757,0.012257460241309462
2025-03-07,159766,0.01223940515346644
2025-03-07,159796,0.011846299485818553
2025-03-07,159806,0.01195143574506982
2025-03-07,159834,0.017803552716936462
2025-03-07,159840,0.011849526727245072
2025-03-07,159843,0.012185376166973664
2025-03-07,159928,0.012214870770028469
2025-03-07,159934,0.022977700025675153
2025-03-07,159981,0.022078511969488106
2025-03-07,159985,0.022353410670615373
2025-03-07,159996,0.012315950506138124
2025-03-07,510630,0.012003518766617932
2025-03-07,511190,0.21075651691356767
2025-03-07,513230,0.012946736991821261
2025-03-07,513350,0.020267992981322338
2025-03-07,513590,0.012854969888294857
2025-03-07,513970,0.0127837478318592
2025-03-07,515030,0.01194361766215579
2025-03-07,515710,0.012231579556671805
2025-03-07,516390,0.012382634762245916
2025-03-07,516550,0.012231579556671807
2025-03-07,516590,0.012223264640097617
2025-03-07,518600,0.022968769474633804
2025-03-07,560880,0.01228977553948452
2025-03-07,561100,0.012310118444765226
2025-03-07,562510,0.01222001860776449
2025-03-10,159362,0.3976189426143169
2025-03-10,159512,0.011842814489713617
2025-03-10,159735,0.01278301973193116
2025-03-10,159757,0.012242017453827516
2025-03-10,159766,0.012228447747998385
2025-03-10,159796,0.011871076794285717
2025-03-10,159806,0.012017448829126203
2025-03-10,159834,0.017898477100228117
2025-03-10,159840,0.011853838099059787
2025-03-10,159843,0.012174027968469508
2025-03-10,159928,0.012225213675886392
2025-03-10,159934,0.02308278126818547
2025-03-10,159981,0.022014225450780075
2025-03-10,159985,0.022731426785728027
2025-03-10,159996,0.012466554532703412
2025-03-10,510630,0.012015746462095054
2025-03-10,511190,0.21095680587228433
2025-03-10,513230,0.01270020239551893
2025-03-10,513350,0.020267938148316345
2025-03-10,513590,0.012661985590639217
2025-03-10,513970,0.012672143826438565
2025-03-10,515030,0.012013124512229785
2025-03-10,515710,0.012217622800018096
2025-03-10,516390,0.012442623807404112
2025-03-10,516550,0.012237393340964868
2025-03-10,516590,0.012177890728402646
2025-03-10,518600,0.023081323621878057
2025-03-10,560880,0.012375347062326776
2025-03-10,561100,0.012297555451315867
2025-03-10,562510,0.0122093485211036
2025-03-11,159362,0.3979465688952138
2025-03-11,159512,0.011760106428199761
2025-03-11,159735,0.012719686856389278
2025-03-11,159757,0.012231547557997737
2025-03-11,159766,0.012348285844407654
2025-03-11,159796,0.011880858211425408
2025-03-11,159806,0.012006825404770898
2025-03-11,159834,0.01781612668818834
2025-03-11,159840,0.011843115756494616
2025-03-11,159843,0.012405251557944868
2025-03-11,159928,0.01247877476803032
2025-03-11,159934,0.022980530092986888
2025-03-11,159981,0.02193760288381344
2025-03-11,159985,0.02214424842012616
2025-03-11,159996,0.012414353497667015
2025-03-11,510630,0.012257652446609195
2025-03-11,511190,0.21089842429226877
2025-03-11,513230,0.012676436943788082
2025-03-11,513350,0.019753627354029774
2025-03-11,513590,0.01268536354644927
2025-03-11,513970,0.012834886775986504
2025-03-11,515030,0.012023022972499346
2025-03-11,515710,0.012465121122330178
2025-03-11,516390,0.012435816631246053
2025-03-11,516550,0.012405762987125923
2025-03-11,516590,0.01210509475206574
2025-03-11,518600,0.02297838391311574
2025-03-11,560880,0.012359865413063522
2025-03-11,561100,0.01224378548850145
2025-03-11,562510,0.012346315911343438
2025-03-12,159362,0.39871235762290624
2025-03-12,159512,0.011838440036085418
2025-03-12,159735,0.012702035452956397
2025-03-12,159757,0.012222434791676506
2025-03-12,159766,0.01228661618747942
2025-03-12,159796,0.011872813805387688
2025-03-12,159806,0.011956449071578664
2025-03-12,159834,0.01788536024469545
2025-03-12,159840,0.011874725123470266
2025-03-12,159843,0.012324628925986555
2025-03-12,159928,0.0123838456710477
2025-03-12,159934,0.023066331863893612
2025-03-12,159981,0.021610374425805524
2025-03-12,159985,0.022027687904516948
2025-03-12,159996,0.012399189938815525
2025-03-12,510630,0.012178832852584165
2025-03-12,511190,0.211117427742127
2025-03-12,513230,0.012619795731706934
2025-03-12,513350,0.01987844425848149
2025-03-12,513590,0.012632471752584517
2025-03-12,513970,0.012694472744315127
2025-03-12,515030,0.011954004620066298
2025-03-12,515710,0.012377782571159575
2025-03-12,516390,0.012345024740709223
2025-03-12,516550,0.012377782571159577
2025-03-12,516590,0.01211644091266812
2025-03-12,518600,0.02306095697653586
2025-03-12,560880,0.012371450371370147
2025-03-12,561100,0.01221688373026957
2025-03-12,562510,0.012285301307276321
2025-03-13,159362,0.3969571466413146
2025-03-13,159512,0.011677317560855315
2025-03-13,159735,0.01256851773840915
2025-03-13,159757,0.012203356559871831
2025-03-13,159766,0.01229295845284873
2025-03-13,159796,0.011741223319703018
2025-03-13,159806,0.01185407209276205
2025-03-13,159834,0.018079885694926787
2025-03-13,159840,0.011834048580391233
2025-03-13,159843,0.012367854285647576
2025-03-13,159928,0.01241199229815807
2025-03-13,159934,0.02331561322639074
2025-03-13,159981,0.02179721499142169
2025-03-13,159985,0.02239202246330965
2025-03-13,159996,0.012388889638361846
2025-03-13,510630,0.01222154687127518
2025-03-13,511190,0.21198838509635237
2025-03-13,513230,0.012526528503922451
2025-03-13,513350,0.020865564379853804
2025-03-13,513590,0.012533756263215576
2025-03-13,513970,0.012516479583423357
2025-03-13,515030,0.011834790698016618
2025-03-13,515710,0.012401320698004788
2025-03-13,516390,0.01225124448903061
2025-03-13,516550,0.012421194353101033
2025-03-13,516590,0.012028194417920584
2025-03-13,518600,0.023325588741952293
2025-03-13,560880,0.01233746159267008
2025-03-13,561100,0.0119901458954167
2025-03-13,562510,0.012291968557735424
2025-03-14,159362,0.39827749497943327
2025-03-14,159512,0.011813863845193005
2025-03-14,159735,0.01285066066952289
2025-03-14,159757,0.012326834805211202
2025-03-14,159766,0.012412947988865223
2025-03-14,159796,0.011774101454877403
2025-03-14,159806,0.011922606739730028
2025-03-14,159834,0.018013591602652104
2025-03-14,159840,0.011963091659365111
2025-03-14,159843,0.01279813748140273
2025-03-14,159928,0.012682311328895168
2025-03-14,159934,0.02324126750114971
2025-03-14,159981,0.021744825284339006
2025-03-14,159985,0.022166565568479707
2025-03-14,159996,0.012481212638384823
2025-03-14,510630,0.012584778768571692
2025-03-14,511190,0.20807047150928334
2025-03-14,513230,0.012772108849503744
2025-03-14,513350,0.020131256985634706
2025-03-14,513590,0.012766164106830118
2025-03-14,513970,0.012767548467096414
2025-03-14,515030,0.011919142060680997
2025-03-14,515710,0.01284001213724413
2025-03-14,516390,0.01234884850616427
2025-03-14,516550,0.012449738579769
2025-03-14,516590,0.012160288810852706
2025-03-14,518600,0.023228277401170887
2025-03-14,560880,0.012400863473878062
2025-03-14,561100,0.01199970994541765
2025-03-14,562510,0.012373140452596588
2025-03-17,159362,0.39794625206931605
2025-03-17,159512,0.01181552145181871
2025-03-17,159735,0.012998183149277979
2025-03-17,159757,0.012328564386939486
2025-03-17,159766,0.012414689653159013
2025-03-17,159796,0.011775753482430713
2025-03-17,159806,0.01186354551401403
2025-03-17,159834,0.01801870743008834
2025-03-17,159840,0.011944559704174174
2025-03-17,159843,0.012763570213145189
2025-03-17,159928,0.012699101352199255
2025-03-17,159934,0.02325156599153362
2025-03-17,159981,0.02168556042157492
2025-03-17,159985,0.02214712297747472
2025-03-17,159996,0.012562193402771031
2025-03-17,510630,0.012561116749597073
2025-03-17,511190,0.20785380765931408
2025-03-17,513230,0.012830173545791562
2025-03-17,513350,0.020427398055839277
2025-03-17,513590,0.012882866210545775
2025-03-17,513970,0.012837625060218372
2025-03-17,515030,0.011841694480641705
2025-03-17,515710,0.01278326401019256
2025-03-17,516390,0.01226644823269528
2025-03-17,516550,0.012490517772540092
2025-03-17,516590,0.012126979440678379
2025-03-17,518600,0.02326691894384501
2025-03-17,560880,0.012512361093154411
2025-03-17,561100,0.011976180190121276
2025-03-17,562510,0.012410642677474958
2025-03-18,159362,0.39811853853725593
2025-03-18,159512,0.011849188831091574
2025-03-18,159735,0.013243843742564347
2025-03-18,159757,0.012306305036210602
2025-03-18,159766,0.012371925289494818
2025-03-18,159796,0.011772862711194305
2025-03-18,159806,0.011842854614212965
2025-03-18,159834,0.018095937622715705
2025-03-18,159840,0.011903414777537364
2025-03-18,159843,0.012610888753511329
2025-03-18,159928,0.012550643496080082
2025-03-18,159934,0.02335729274501079
2025-03-18,159981,0.02154876169826077
2025-03-18,159985,0.02214949723182985
2025-03-18,159996,0.012659286490706752
2025-03-18,510630,0.012403818969815756
2025-03-18,511190,0.20722995720411247
2025-03-18,513230,0.013144883359047208
2025-03-18,513350,0.020377911388255735
2025-03-18,513590,0.013156589704267694
2025-03-18,513970,0.012983943866632673
2025-03-18,515030,0.011818425421743968
2025-03-18,515710,0.012661434207384137
2025-03-18,516390,0.012224194510069397
2025-03-18,516550,0.012408594293701246
2025-03-18,516590,0.012108468989563104
2025-03-18,518600,0.023359544082319102
2025-03-18,560880,0.0125954672528649
2025-03-18,561100,0.012035431189532583
2025-03-18,562510,0.012367892254259114
2025-03-19,159362,0.39777829555753047
2025-03-19,159512,0.011924919780790235
2025-03-19,159735,0.0132163124466777
2025-03-19,159757,0.012368341290919795
2025-03-19,159766,0.012337371085660444
2025-03-19,159796,0.011736532606969087
2025-03-19,159806,0.0118845640405914
2025-03-19,159834,0.0182760217249639
2025-03-19,159840,0.011965206152744613
2025-03-19,159843,0.012503604830578509
2025-03-19,159928,0.012477275619841903
2025-03-19,159934,0.023598402931299188
2025-03-19,159981,0.02152017375606355
2025-03-19,159985,0.022163270764586778
2025-03-19,159996,0.012651961521634168
2025-03-19,510630,0.012379895689504573
2025-03-19,511190,0.20724319984684003
2025-03-19,513230,0.01314638720727728
2025-03-19,513350,0.020192310101581883
2025-03-19,513590,0.013132642842886214
2025-03-19,513970,0.013012652074333393
2025-03-19,515030,0.011889872707279913
2025-03-19,515710,0.012585076860222824
2025-03-19,516390,0.012275904462519718
2025-03-19,516550,0.012351659201915326
2025-03-19,516590,0.012202917695257803
2025-03-19,518600,0.02360200929691229
2025-03-19,560880,0.01262215272681977
2025-03-19,561100,0.011886033591023124
2025-03-19,562510,0.012333660188765565
2025-03-20,159362,0.39678607380203984
2025-03-20,159512,0.012029735334867217
2025-03-20,159735,0.012950630160554184
2025-03-20,159757,0.012393337272989502
2025-03-20,159766,0.012330516209384383
2025-03-20,159796,0.01170411490175393
2025-03-20,159806,0.011886773352097752
2025-03-20,159834,0.01842227699506921
2025-03-20,159840,0.011988196231819142
2025-03-20,159843,0.01240599596564893
